Bathrooms,Bedrooms,Beds,Accommodates,Guests,MinNights,MaxNights,ExtraPeople,HostListings,ResponseRate,Deposit,CleaningFee,FeeMissing,Price
1,1,1,2,1,1.3,21,18,1,1,100,7.6,1,49.37808219
2.5,1,1,1,1,2,16,0,4,1,136,4,0,43.63013699
1,1,1,2,1,4,14,0,1,0.972,80,20,0,55.62465753
1,2,3,4,1,2,1125,0,1,0.92,250,25,0,75
0.5,1,1,2,1,2,3,0,1,0.972,90,13,1,41
1,1,2,4,2,3,31,10,1,1,0,0,0,71.75342466
1,3,3,6,1,3,30,0,13,1,150,80,0,177.9452055
1,1,1,2,1,1.1,7,0,1,1,110,10,1,68.06849315
1,1,2,2,1,2,1125,0,3,1,0,5,0,37.13424658
1,1,1,2,1,2,1125,0,1,0.84,96.2,19,1,50
2,3,3,6,1,5,90,0,1,1,300,80,0,257.7917808
1,1,1,1,1,2,7,0,1,0.814,93,12,1,41.09041096
1,1,1,2,1,2,1125,0,1,1,50,19.6,1,44.34520548
1,2,3,4,1,1,100,0,1,1,0,15,0,92.31506849
1,1,1,2,1,1,1125,15,1,0.96,80,18,0,26.27945205
2,2,2,4,1,1,1125,0,1,0.98,100,31.4,1,132.8493151
1,2,3,5,3,2,1125,15,1,0.966,85,63,0,95.57534247
1,1,2,2,1,2,1125,0,3,1,0,5,0,36.59178082
2,4,5,8,1,2,28,0,1,1,250,57,1,290.5479452
1,1,1,2,1,2,7,10,1,0.9,0,12,0,38.76438356
1,1,1,1,1,1,14,0,1,1,0,0,0,35
1,1,1,2,1,2,1125,0,1,1,250,0,0,65.15068493
1.5,1,1,2,1,2,40,0,3,0.85,100,15,0,74.81369863
1,1,1,2,1,2,1125,0,3,0.96,120,30,0,51.42465753
1,1,1,2,1,1,1125,0,2,1,0,5,0,26.63013699
1,1,1,2,2,2,90,20,1,1,60,30,0,51.27945205
1.5,2,2,4,1,2.3,30,0,3,0.85,200,25,0,253.4219178
2,3,4,5,5,2.1,1125,0,90,1,200,0,0,169.2794521
1,1,1,2,1,1,1125,0,1,0.872,46,14,1,50
1,1,1,2,1,1,21,0,1,1,106,13,1,44.80547945
1.5,1,1,2,1,1,1125,0,2,1,36,12,1,60.00547945
1,1,1,2,1,2,21,0,1,0.98,100,20,0,75
1,1,1,2,1,3,1125,0,1,1,99,22,1,99
1,2,2,4,1,7,31,0,1,0.9,180,12,1,74
2,2,2,5,4,2,10,25,2,1,0,25,0,76.42465753
2,2,2,4,4,2,1125,15,1,0.96,90,58,0,63.67671233
2,2,3,4,1,2,31,0,1,1,70,31.6,1,170.0328767
1,0,2,4,1,1,1125,0,1,0.844,100,20,0,75
1,1,1,2,1,1,17,0,1,1,116,12,0,44.04931507
1,1,1,2,1,2,1125,0,1,1,0,0,0,55.07123288
1,1,1,2,1,1,7,0,1,0.86,100,15,0,80.79452055
1,1,1,2,1,2,1125,0,4,1,80,29.6,1,99.43013699
1,1,2,2,2,3.1,14,5,1,1,0,19,0,61.30136986
1,1,1,4,1,2,1125,0,1,1,75,28,1,79.2109589
2,2,3,4,1,1,1125,0,1,1,150,30,0,111.5013699
1,1,1,2,2,2,1125,15,1,0.8,85,50,0,53.55616438
1,0,1,2,1,2,1125,0,1,1,200,0,0,121.3150685
1,1,2,2,1,2,1125,0,2,1,20,10,0,41.27945205
1,2,3,5,4,1.9,1125,15,1,0.9,85,63,0,61.95068493
2,3,4,4,1,3,1125,0,14,1,250,30,0,147.9726027
1,1,2,4,1,2.3,60,0,9,1,200,25,0,110.7232877
1,2,2,5,1,2,1125,0,2,1,20,25,0,215.6657534
1,1,1,4,1,2,1125,0,14,1,32,15,0,124.6986301
1,2,2,4,1,5,90,0,1,1,100,20,0,106.8109589
1.5,1,1,1,1,3,5,0,1,1,180,5.2,1,26.01643836
1,1,1,2,1,3,1125,0,1,1,0,0,0,49.56438356
1,1,1,2,1,1,14,10,2,1,0,8,0,30.70958904
1,1,1,2,1,1,10,0,1,1,50,10,0,78.22191781
1,1,1,2,1,1,1125,0,1,1,40,5,0,43
1,1,2,4,2,2,1125,15,1,0.832,80,55,0,81.63835616
1,2,2,3,1,5,7,0,1,0.96,60,23,1,100.2273973
2.5,1,1,2,1,1,1125,0,4,0.998,120,8.6,1,150
1,0,1,2,1,1.1,1125,0,2,1,16,17.4,1,50.58630137
2.5,1,1,2,1,1,1125,0,4,0.998,120,8.6,1,150
2.5,1,2,2,1,1,1125,0,4,0.998,100,4.6,1,150
1,1,1,2,1,5,31,0,3,1,0,20,0,72
1,1,1,2,1,1,5,0,1,1,80,10,0,63.4739726
1,1,1,2,1,2,1125,0,3,1,120,30,0,52.22739726
1,2,3,4,1,2,62,0,1,0.92,250,50,0,88.39726027
1,1,1,2,1,2,30,0,1,1,60.4,18,1,80
1.5,1,2,2,1,3,1125,0,1,0.75,100,10,0,80
1,2,2,4,1,5,30,0,2,1,0,55,0,154.4054795
1,1,1,2,1,1,10,0,1,1,70,17,1,52.62465753
1,1,1,2,1,2,31,0,1,1,0,10,0,57.75068493
1,1,1,2,1,3,1125,0,1,1,60,20,0,105.3424658
1,1,2,3,1,1,1125,0,1,1,100,30,0,92.24657534
2,2,2,4,1,4,1125,0,2,0.96,73,30,0,125
1,1,1,2,1,2,7,0,2,1,73.2,13.4,1,52.03278689
2,2,2,4,1,1,1125,0,1,0.8,300,45,0,180
1,1,3,6,2,2,7,25,2,1,250,20,0,89.96712329
1,1,1,2,1,3,14,0,1,1,106,17,1,65.41643836
1,2,3,6,4,2.6,1124,20,6,0.976,0,49,0,110.4575342
1,1,0,2,1,2,21,0,1,1,200,0,0,136.4246575
1,1,1,2,1,2,30,0,1,1,72,15.2,1,55.61643836
1,2,2,4,1,3,1125,0,2,1,250,20,0,124.7917808
2,1,2,2,1,1,1125,0,1,1,16,11.8,1,41
1,1,1,2,1,2.8,1123,12,1,1,0,0,0,54.69315068
2,1,1,2,1,2,1125,0,1,1,100,5,0,70
1.5,1,1,2,1,2,30,0,3,0.85,80,15,0,70.89041096
1,2,3,4,4,5,7,20,1,1,106,15,0,145
1,1,1,2,1,1,28,0,2,0.95,16,15,1,55
1,1,1,2,1,1.5,1125,0,2,1,50,20,0,106.4164384
1,1,1,2,2,3,4,200,1,1,100,24,0,57.01369863
1,2,3,5,1,2,16,0,1,1,75,35,0,123.5780822
1,1,1,2,1,1,1125,0,1,1,32,18,1,32.96712329
1,1,1,2,2,2,30,20,1,1,0,0,0,63.24657534
1,2,3,7,1,2,1125,0,1,0.43,40,15,0,92.85753425
1,1,2,2,1,1,1125,0,1,1,32,10.8,1,51.02191781
1,2,2,4,1,7,14,0,1,1,50,4,1,160
1,1,1,2,1,2,7,0,2,1,180,15,0,42
1,1,1,2,1,1.3,14,35,1,0.2,170,15,0,37.29041096
1,1,3,4,2,2,1125,15,1,0.92,85,60,0,69.16164384
1,1,1,2,1,2,1125,0,1,1,85,50,0,51.95616438
1,1,2,4,1,4.1,50,0,1,1,100,100,0,86.30958904
1,1,1,2,1,2,31,0,1,0.96,75.4,14.2,1,35
1,1,1,2,1,1,7,0,3,1,30,13.8,1,83.3890411
1,1,1,4,1,1,1125,10,1,0.96,140,23,1,40
1,1,1,2,1,1,30,15,1,0.89,0,10,0,36.07671233
1,1,1,2,1,1,7,0,1,1,75,15,1,70
1,2,2,3,1,2,28,0,1,1,100,25,0,94.10410959
1,1,1,2,1,3,28,0,1,1,124,26,0,139.1260274
1,1,1,2,1,2,7,0,1,0.88,78,14,1,150
1,1,1,2,1,1.2,30,0,1,1,0,0,0,47.96986301
1,2,2,4,1,2,1125,0,1,1,110,58,0,68.34246575
2,2,2,4,1,3,30,0,1,1,70,50,0,165.6630137
1,2,2,4,1,2,1125,0,1,1,0,30,0,107.0958904
1,1,1,2,1,2,1125,0,1,1,300,0,0,47.06575342
2,1,1,2,1,2,15,0,1,1,200,17,1,48.17534247
1,1,1,2,2,2.1,1125,20,1,1,75,5,0,53.70410959
1,1,2,4,2,3.4,31,0,2,1,100,24,1,85.35890411
1,1,1,1,1,4,14,0,1,1,136,10,0,34
3,3,4,6,1,2.1,1124,15,1,1,150,65,0,163.1561644
1.5,1,1,2,1,2,42,0,2,0.97,60,15,0,78.74520548
1,1,1,2,1,2,1125,10,3,1,100,5,0,30
1,1,1,2,1,7,35,0,1,0.972,40,20,1,70
1,1,2,3,2,3,1125,10,2,1,0,20,0,77.65753425
1,1,2,3,1,2,1125,0,1,1,227,30,0,200
1,1,1,2,1,2,1125,0,1,0.84,96.2,19,1,35
1,1,1,2,1,2,1125,15,4,1,300,18,0,42.69863014
1,1,1,2,1,1,3,0,1,1,100,16,1,49.3369863
1,1,1,2,1,2.7,1125,15,4,1,300,18,0,38.49863014
1,1,1,3,2,2,1125,15,2,1,100,15,0,70.43835616
1,1,1,3,2,3,500,50,1,1,0,25,0,80.17808219
2,3,4,5,1,4,1125,0,1,1,230,30,0,195.2876712
2,1,1,3,1,2,1125,10,1,1,95.2,8,1,50.04109589
1,1,2,2,1,1,60,0,1,1,0,10.4,1,65
1,1,1,2,1,5,24,0,1,0,70,21,1,80
1,1,1,2,1,1,7,0,1,1,0,0,0,61.71232877
1,1,2,2,1,1,14,0,3,1,96,13,1,70
1,1,2,3,2,2,15,10,1,1,96,17,1,85.71506849
1,2,2,4,3,2,25,20,1,1,250,20,0,79.50684932
1,1,2,3,2,3.5,1125,22,4,1,100,27,0,69.84931507
2,2,2,4,1,2,31,20,2,1,150,18,0,148.9452055
1.5,1,1,2,1,1,30,30,1,1,0,10,0,51.93972603
1,1,1,2,1,2.9,1125,0,1,1,0,10,0,45.91780822
1,1,1,2,1,1,1125,0,1,1,50,20,0,66.46027397
1,2,2,5,4,2.2,31,20,13,1,150,80,0,152.4684932
1,2,3,6,1,2,1124,0,1,1,0,25,0,106.9643836
1,1,1,1,1,2,90,0,2,1,20,18,1,24.79452055
3,3,4,6,1,3,31,0,1,1,220,51,1,219.2465753
1,1,1,2,1,1,90,0,1,1,0,0,0,50.70410959
1.5,1,1,2,1,1,8,0,1,0.8,110,5,1,65.30136986
1,1,2,3,1,1.2,90,10,1,1,40,20.8,1,51.8
1,1,2,4,2,2,15,15,5,1,100,23,1,76.3260274
1,1,2,2,1,7,37,40,1,0.946,220,14.2,1,50
1,1,2,4,2,2,15,15,5,1,100,23,1,64.90958904
1,1,1,2,1,3,14,0,1,0.25,100,18,1,55
1,1,2,4,2,2,30,15,5,1,98,24,1,68.06557377
1,2,2,4,1,6.4,30,0,1,0.8,300,23.2,1,155.0491803
1,1,2,4,1,1,2,0,1,1,55.2,7,1,54
1,2,2,4,1,1,30,0,2,1,200,20,0,80
1,1,1,2,1,1,7,0,2,1,120,9.4,1,49.85205479
1,0,1,2,1,3,21,0,1,0.98,225.6,27,1,89.82191781
1,1,2,4,2,2.6,1124,25,4,0.9,0,35,0,113.8219178
1.5,1,1,2,1,1,1125,0,1,1,30,9,0,60
1,2,2,4,1,2,1125,0,2,0.952,100,24.4,1,75
1,1,1,1,1,1,3,0,1,1,100,7,1,17
1,2,2,4,4,3,1125,10,2,0.984,100,30,0,106.4164384
1,1,1,2,1,2,7,20,1,0.9,0,15,0,26.82465753
1,2,3,4,1,2.9,1125,0,4,1,0,45,0,159.369863
1,1,2,2,2,3,1125,0,1,1,76,30,0,32.31506849
2,3,3,5,5,2,1125,0,90,1,200,0,0,189.3506849
1.5,1,1,2,1,1,1125,10,1,0.9,60,5,0,31.48493151
1,3,3,6,6,1,1125,20,1,1,55,10,0,158.0491803
1,1,1,2,1,1,5,0,2,0.94,20,6,0,55.21917808
2,2,2,5,4,2,95,20,2,1,150,40,0,95.23561644
1,1,1,2,1,7,30,0,1,0.6,220,4,0,62.18082192
1,1,1,2,1,2,1125,0,1,1,20,10,0,55
1,1,1,1,1,2,5,0,1,1,0,5.6,1,36.96438356
1,1,1,2,2,3,1125,50,3,0.844,100,5,0,30.78356164
1,2,2,6,4,2,1125,15,14,1,80,20,0,189.0219178
2,1,1,1,1,1.1,10,0,3,1,70,12.8,1,41.63013699
1,1,2,4,2,2,1125,12,4,1,91.2,15,0,82.76712329
2,1,1,2,1,1,70,15,1,0.952,0,15,0,72.12328767
2,2,3,4,3,1,30,15,1,1,96,0,0,126.4273973
1.5,1,1,2,1,2,21,0,1,1,146,17,1,65
1,1,1,2,2,2,1125,50,1,0.844,85,50,0,39.27671233
1,1,1,2,1,1.1,1125,0,2,1,24,6,1,86.2739726
1,2,3,6,4,3,90,0,10,0.97,0,0,0,105.0684932
2,2,4,5,1,1.4,30,0,1,1,100,20,0,89.15068493
1,2,2,4,1,2,1125,15,3,0.97,77,15,0,47.98630137
1,1,1,2,1,1,10,0,1,1,20,6.8,1,29.45753425
2,2,2,4,2,3,130,14,28,1,150,0,0,85
1,1,1,2,1,2,1125,0,3,1,30,0,0,46.4109589
1,1,1,2,2,3,1125,0,1,1,100,0,0,68.31232877
1,4,5,7,8,3,1125,15,1,1,100,20,0,233.6794521
1,2,2,5,1,1,1125,0,1,0.95,190,19,1,70.78356164
2,4,7,10,10,2,28,0,8,1,130,100,0,284.7123288
1,1,2,4,2,2,1125,10,1,1,80,49,0,60.36438356
1,1,1,2,1,1,1125,0,1,1,32,18,1,66.38356164
1,1,1,2,1,3,30,8,2,0.8,75,20,0,55
1,1,1,2,1,2,4,0,1,1,0,5,0,43.49863014
1,1,1,2,1,2,7,0,1,1,75.8,5,1,52.57808219
1,1,1,2,2,1,1125,20,1,0.976,120,25,0,120
1,1,2,4,1,1,3,0,1,1,55.2,12,1,176.3287671
2,4,4,8,1,2.1,1125,0,1,1,300,75,0,268.4520548
2,2,2,4,4,1,1125,25,1,1,250,25,0,132.0327869
2,1,1,2,1,2,1125,0,1,1,20,14,1,55
1,1,3,4,1,7,274,0,15,1,220,33,1,207.8657534
1,1,1,2,1,1,1125,0,2,1,36,14,1,50
1,1,2,4,2,1,1125,9,4,1,0,9,0,39
1,1,1,1,1,1,1125,0,1,0,67,6.4,1,40
1,2,4,4,2,3,1125,10,1,1,100,50,0,69.81917808
2,2,2,4,2,1.3,1125,15,1,1,85,58,0,100.2410959
1.5,1,1,2,1,2,4,15,1,0.94,0,0,0,41.15068493
1,1,1,1,1,2,1125,0,3,1,100,19.6,1,31.30410959
1,1,1,2,1,1,30,0,2,1,80,0,0,72.15068493
1,1,2,4,2,2,1125,6,4,0.89,80,30.4,1,68.35890411
1,1,1,2,1,2.1,31,0,1,1,150,20,0,102.5150685
2.5,2,5,5,3,1.2,1125,27,1,1,40,46.4,1,65.84931507
1,1,1,2,2,3,31,10,1,1,100,6.8,1,80.13424658
1,3,3,6,1,3,1125,0,7,0.9,140,50,0,331.6438356
1,2,4,6,4,2,1125,15,1,0.9,85,78,0,84.44931507
1,1,1,2,1,2,1125,0,1,1,50,19.6,1,53.66027397
1,2,2,4,1,1,1125,0,1,0.95,90,15,0,200
1,1,1,1,1,3,20,20,2,1,300,28,0,36.23287671
1,1,1,2,2,2,10,0,1,1,0,15,0,45.03013699
1,2,2,4,1,2,1125,15,3,0.97,100,15,0,56.39726027
1,1,1,2,1,1,1,10,1,1,30,10,0,20
1,2,2,4,1,2,1125,0,1,1,150,33,1,85
1,1,1,3,2,2,1125,20,2,1,200,30,0,97.20547945
1,2,3,6,4,2,1125,15,1,0.95,85,63,0,50
1.5,1,1,2,1,2,14,20,2,0.9,100,10,0,50.24383562
1,1,1,2,1,3,14,0,1,1,100,0,0,106.260274
1,1,4,4,1,2,31,0,2,1,100,50,0,89.62739726
2,2,2,4,1,3,1125,0,1,1,120,40,0,120.9561644
1,1,1,2,1,1,14,0,3,1,96,8.8,1,55
1,1,1,2,1,2.7,5,0,1,1,180,5.2,1,40
1.5,2,2,4,4,2,28,20,1,1,0,30,0,111.8931507
1,1,1,2,1,3,1125,0,2,1,80,15,0,36.44383562
2,3,3,6,1,3.3,30,0,9,0.93,0,35,0,227.2465753
1,1,1,2,1,1.2,1125,5,1,0.83,100,10,0,53.47671233
1,2,2,3,2,2,10,80,1,1,100,50,0,105.0547945
2,2,2,4,1,1,1125,0,1,1,80,10,0,92.24657534
1,1,1,2,1,2,1125,0,1,1,50,19.6,1,36.31780822
1,1,1,2,1,2,1125,0,2,1,80,12,1,56.89863014
1,2,2,5,3,2,1125,5,3,1,79,20,0,61.47671233
1,1,1,2,2,3,1125,19,3,0.88,100,5,0,52.67945205
1,1,1,2,2,2,1125,0,1,1,0,0,0,74.55068493
1,1,1,2,1,2,70,17,1,0.9,0,20,0,44.08493151
2,1,1,2,1,2,1125,0,1,0.9,50,14,1,40.8109589
1,0,1,2,1,2,1125,0,1,1,0,0,0,149.8082192
1,1,1,2,1,2,1125,5,2,1,150,20,0,56.56438356
1,1,4,5,4,1.2,30,19,4,1,0,60,0,121.9260274
1,1,1,2,1,2.1,1125,0,1,1,0,0,0,50.3890411
1,2,3,6,2,2,1125,15,1,0.986,85,63,0,49
1,2,3,5,1,2,1125,0,3,1,0,20,0,100
1,1,1,2,1,1,1125,0,3,1,40,5,0,37.29589041
2,3,4,6,4,2,21,0,2,1,90,21.2,1,105.9315068
2,3,7,8,6,3,1124,10,2,1,200,30,0,130.6164384
1,1,0,3,2,2,1125,10,3,1,0,25,0,73.12328767
2,1,1,2,2,2,6,40,2,0.94,220,15,1,60
1,1,1,2,1,3,14,0,1,0.822,246,14,1,40
1,2,3,6,2,2,1125,15,1,0.986,85,63,0,50
1,1,1,2,1,1,1125,25,1,1,32.4,7,1,45
1,2,2,4,4,2,1125,15,1,1,85,52,0,75
1,1,4,4,1,1.5,365,0,6,1,100,21,1,137.8547945
1,1,1,2,1,6,30,0,1,0.8,16,11.2,1,65
1,1,6,6,1,1.5,365,0,6,1,100,41,1,199.7123288
1,2,3,6,4,2.2,180,5,3,1,250,50,0,94.26027397
1,2,2,4,1,2,1125,0,1,1,150,33,1,250
1.5,1,1,1,1,1,1125,0,2,1,0,4,0,36
1,1,1,2,1,2,1125,0,7,1,85,50,0,65
1,2,2,4,1,2.9,1125,0,2,0.956,170,24,1,250
1,1,1,2,2,1,60,10,2,1,0,35,0,78.2109589
1,1,1,2,2,2.5,28,40,4,1,100,10,0,165.5479452
1,3,3,6,6,1.7,110,0,1,1,200,65,0,141.6712329
1,1,1,2,1,1,1125,0,1,0.872,46,14,1,65
1,1,1,2,1,2,4,0,1,1,0,5,0,50.57534247
1,1,1,3,1,1,1125,0,1,0.95,0,5,0,67.70136986
1,1,1,2,2,1,1125,30,1,1,0,0,0,45
1,1,2,4,2,2,1125,5,1,0.5,100,25,1,52.23835616
1.5,1,1,2,1,1,21,30,1,0.96,50,23.2,1,40.21369863
2,2,3,6,1,2.3,14,0,3,1,110,41.6,1,262.0520548
1,2,3,4,2,1,14,0,1,1,0,55,0,102.9452055
1,1,1,2,2,2,2000,10,2,0.92,20,8,0,32.72328767
2,3,3,5,1,7,1125,0,3,1,280,35.4,1,127.8082192
1,1,1,2,2,2,1125,30,2,1,30,0,0,98.46849315
1,2,3,5,4,1,29.7,25,1,0.9,250,55,0,98.30958904
1,1,1,2,1,2,1125,4,1,1,0,10,0,21.45753425
1,1,1,1,1,2,30,0,1,0.98,70.4,16.2,1,25
1,1,1,2,1,3,10,10,1,1,0,0,0,37
1,2,2,4,2,2,21,40,1,1,0,20,0,59.17808219
1,1,1,2,1,3,1125,0,3,1,100,23.8,1,65.15616438
1,1,1,2,1,2,1125,0,1,1,200,25,0,72.43561644
1,1,1,2,1,1,7,0,1,1,90,9,1,50.7260274
1,2,3,4,1,2,31,0,1,1,70,20,0,115
1,1,1,2,1,1.7,7,8,2,1,0,5,0,35.06575342
1,2,2,6,1,2,31,0,1,1,156,8,1,122.8493151
1,1,1,1,1,2,5,0,1,1,0,5.6,1,29
1,1,1,3,2,2.4,60,10,2,1,0,0,0,87.34794521
2,2,4,6,6,2.4,1124,15,1,1,90,73,0,123.5616438
1,1,1,2,1,3,1120,0,1,1,72,15,0,64.64931507
1,1,1,2,1,3,1125,0,2,1,150,35,0,61.27671233
1,1,1,2,2,1.3,1125,10,1,1,116,18,0,50.37260274
3,4,4,7,1,2,1125,0,1,1,250,47,1,320.1780822
1,1,1,1,1,1,6,0,1,0.8,20,12.4,1,29.50684932
1,1,1,2,1,1,1125,0,1,1,32,18,0,42.48767123
1,1,1,2,1,2,2,0,1,0.972,120,15,1,45
2,2,2,4,1,2,1125,5,2,0.944,150,20,0,202.8493151
1,2,3,5,4,1.3,1125,30,1,1,100,40,0,100.8821918
1,2,2,4,2,2,1125,15,1,1,85,58,0,74.95616438
2,2,2,6,1,1.3,95,0,1,0.9,200,50,0,122.9589041
1,2,2,6,2,2.2,1125,15,5,1,0,40,0,76.49315068
1,1,1,2,1,2,1125,10,10,0.97,0,20,0,33.58630137
2,2,3,4,1,7,7,0,27,1,300,20,0,76.24657534
1,1,1,1,1,1,4,0,1,1,80,5,1,32
1,1,1,1,1,1,3,15,1,1,0,10,0,30.21857923
1,1,1,2,1,3.3,1125,0,4,1,0,0,0,73.50684932
1,2,2,4,4,2,1125,15,1,1,80,58,0,71.14794521
1,1,1,1,1,2.7,7,0,2,1,0,0,0,35
1,2,3,6,1,3,14,0,1,0.834,100,45,0,149.9178082
1,2,2,4,1,2,1125,0,5,1,200,25,1,100
1,1,1,2,1,2,1125,0,1,1,20,5,0,71.36986301
1,1,1,2,1,2.1,14,0,1,1,160,24,1,52.75342466
1,1,1,2,1,1,6,5,2,0.95,30,10,0,49.02191781
2,2,3,6,1,2,365,0,1,1,130,35,0,144.7232877
1,1,1,2,1,2.7,31,15,4,1,300,20,0,41.29589041
1,1,1,2,1,2,7,0,1,0.978,80,20,0,80
1,2,2,4,1,2,31,0,1,1,150,20,0,77.58082192
3,3,4,8,6,2.6,1120,25,1,1,0,73,0,199.5205479
2.5,2,3,4,1,3.1,1125,0,11,1,150,20,0,199.3780822
2,2,2,4,2,2,10,15,2,1,0,25,0,84.08493151
1,1,1,2,2,1,1125,10,1,1,60,10,0,33.3260274
1,2,2,4,1,4,14,0,1,0.834,0,20,0,90.11780822
1,1,1,2,1,1.3,28,0,1,1,35.2,17,1,43.9260274
1,1,1,2,1,2,1125,0,1,1,50,19.6,1,29.59178082
1,1,1,2,1,2,21,0,2,1,60,10,0,70
1,1,1,2,1,2,1125,0,1,0.84,96.2,19,1,50
2,2,4,4,2,2,21,20,1,1,0,0,0,115.8630137
1,1,2,3,2,2,8,12,1,1,0,5.4,1,49.07945205
1,2,3,6,4,2.1,1120,15,1,1,0,49,0,100.1123288
1,1,2,2,1,2,1125,0,16,0.98,80,10,0,72.54794521
1,1,1,2,1,2,1125,0,16,0.98,80,10,0,63.31506849
1,2,2,4,4,3,1125,15,1,1,85,63,0,94.69041096
1,1,2,2,1,2,1125,0,16,0.98,80,10,0,63.31506849
1,1,1,2,1,1,7,10,1,0.98,40,10,0,42.94246575
2,4,8,10,4,2,30,25,1,0.67,150,70,0,200.8575342
1,0,1,2,1,1.2,1125,0,1,1,300,20,0,69.05753425
2,2,3,4,1,3,28,0,1,1,150,25,0,83.45205479
1,2,2,4,1,2.9,45,0,1,1,250,30,0,127.8739726
1,1,1,2,1,1,1125,0,1,1,32,18,1,47.15068493
1,1,1,2,1,1,10,0,1,1,0,10,0,34.22739726
1,1,1,2,2,2,1125,15,1,0.9,150,50,0,71.73972603
1,1,2,2,1,2,1124,0,2,1,0,0,0,72.62739726
1,1,1,1,1,1,1125,0,9,1,15.2,7,0,28.52876712
1,1,2,2,1,5,1125,0,1,0.86,0,16,1,47.19178082
1,2,2,4,4,2.1,1125,15,1,1,85,50,0,83.15342466
1,1,1,2,1,1,1125,35,1,1,30,8,0,41.06027397
1,1,1,4,2,2,93,15,3,1,0,40,0,64.87431694
1,2,3,6,1,3,28,0,1,1,180,50,0,145
1,1,1,2,1,7,1125,0,1,1,0,40,0,135
1,2,2,4,4,2.6,120,0,1,1,0,58,0,116.4547945
1,1,1,2,1,2.1,1125,0,1,1,200,20,0,75.26027397
1,1,1,4,2,2.6,1124,25,1,1,0,35,0,114.8246575
1,1,1,4,1,2,1125,0,1,1,35,37.4,1,78.25753425
1,2,1,2,1,3,1125,0,1,1,0,0,0,36.96712329
1,2,2,4,4,2,1125,20,4,1,200,30,0,103.1479452
1,1,1,2,1,3,28,0,2,1,100,20,0,100.0082192
1,1,1,2,1,1.7,7,12,2,1,70,10,0,69.1369863
1,1,1,2,2,2,1125,50,1,1,100,10,0,99.0739726
1,1,1,2,1,2,1125,0,2,1,0,0,0,50.1369863
1,1,1,2,1,5,30,0,1,1,116,11,1,100
1,1,1,1,1,1,1125,0,1,1,67,6.8,1,30.2109589
2,4,6,7,7,1,1125,10,7,1,0,35,0,153.4383562
1,1,1,2,1,1,3,0,1,0.96,100,0,0,42.84931507
1,1,1,2,1,2,21,5,4,1,0,5,0,38.24657534
1,2,2,4,1,1,30,0,1,1,0,55,0,90.13972603
1,1,2,4,2,2,1125,10,2,1,150,20,0,67.58082192
1,2,2,6,4,2,28,20,2,1,200,50,0,145.0465753
1,1,1,2,1,3,120,0,1,1,70.6,10,0,43.09863014
2,3,5,6,2,3.6,59.9,25,28,1,150,0,0,116.5972603
1,2,3,6,4,1,1125,15,2,1,150,20,0,146.7808219
1,2,2,4,4,1.3,1125,15,1,0.986,85,52,0,60
1,2,3,4,4,2,90,0,2,1,85,68,0,76.95890411
1,1,1,2,1,2.9,83.7,0,28,1,100,0,0,99.97260274
1,1,2,4,2,2,1125,25,1,1,110,10,0,70
1,1,1,2,1,1,1125,10,2,1,40,13.2,1,44.99452055
2,3,4,8,4,2.1,1125,20,1,1,100,65,0,136.7123288
1.5,1,1,2,1,2,14,0,1,1,31,10,0,40.47671233
1,0,2,2,1,3,1125,5,1,1,0,0,0,76.42465753
1,2,3,4,4,2.6,90,0,3,0.91,0,58,0,139.6712329
1,1,2,4,2,2.6,1124,15,1,1,0,35,0,95.57260274
1,1,2,4,2,1,30,7,1,1,140,27,0,59.12054795
1,1,1,4,4,1.4,25.1,0,7,1,100,0,0,119
1,2,3,5,5,1.2,25.9,0,7,1,100,0,0,136
1,2,3,6,4,2.1,1125,15,1,1,85,73,0,75.46027397
1,2,4,5,4,4.2,30,10,8,1,100,40,0,93.66575342
2,1,1,2,2,2.3,1125,15,1,0.87,85,50,0,60
2,2,4,4,4,1,1125,20,1,1,75,32,1,152.3013699
1,1,1,1,1,5,1125,0,5,1,40,11.4,1,15.6630137
1,1,2,4,1,3.1,28,0,2,1,30,25,0,84.15616438
1,1,1,1,1,2,30,30,1,1,0,14,0,50.41917808
1,1,1,2,1,1,1125,10,1,0.934,60,20,0,30.61369863
1,1,1,2,1,1.2,1125,15,2,1,0,15,0,56.62465753
1,1,2,2,1,3,30,0,1,1,60,10,0,25.16986301
1,2,2,4,4,2,1125,15,1,1,85,58,0,84.15068493
2,2,2,4,1,3,1125,5,1,1,0,10,0,44.23287671
1,2,4,6,1,1,1125,0,6,0.93,350,40,0,114.2465753
1,2,2,4,1,3,30,0,1,1,0,25,0,127.4109589
1,1,1,2,1,2,1125,0,2,1,0,16,0,43.36164384
1,2,3,4,4,2.7,90,0,3,0.91,0,58,0,127.3945205
1,1,1,2,1,3,7,10,1,0.98,40,10,0,55.00273973
1,2,2,4,4,2.6,1124,0,1,1,0,58,0,114.6438356
1,1,1,2,1,2,14,0,1,1,31,10,0,41.24109589
1,1,1,2,1,3,1125,0,1,0.9,80,17,1,36.88493151
1,1,1,2,1,2,1125,0,1,1,0,0,0,61.13424658
1,1,1,2,1,1.1,1125,0,1,1,0,0,0,101.7424658
1,1,1,2,1,1,1125,0,1,1,0,20,0,59.88219178
1,1,1,4,1,2,1125,0,1,1,35,37.4,1,82.46849315
1.5,2,2,2,2,2.1,1125,15,1,0.92,90,58,0,121.4328767
